Ticker,FloatShares
CHCT,26672186
WAFU,1444559
GWRS,11321829
RTAC,31161287
DEC,38742231
LMNR,16456558
AOMR,18201220
NHPBP,28031867
EZPW,55355197
CTRM,9651112
TPVG,39376617
LOCO,27012357
BRT,10408940
FRST,19256097
ILIT,0
CCIF,21014564
NPKI,79689280
RMR,28632174
GIFI,14362033
MITT,28274805
GNK,33325574
PDM,122831039
PVL,23621631
TK,50884616
MOV,14832499
OPBK,11560797
FIHL,54579740
KNOP,24127728
WNEB,17829843
HSHP,24504106
AGRO,131665045
LCNB,13193524
ELP,744070829
HRZN,41977034
OOMA,24051882
NEWT,24679413
BCAL,23177667
OCS,34954302
SAMG,8053493
BWLP,82835472
OCFC,55430738
GHI,23008855
DLNG,17331026
RBB,16205004
CLBK,26687133
SPOK,20254403
MNR,28060879
NPB,15029040
BVN,142166609
NVGS,32248062
PSBD,13252217
METD,0
BWB,20584035
BOC,29392112
TRC,24567453
SHBI,30045651
VFS,49561779
JMSB,12415732
OCCI,27089500
TURN,8359813
TXO,35049126
PAX,148953023
AHH,78814376
CCU,119452888
MANU,118207685
NBBK,31457330
DOLE,68177793
NHPAP,28031885
CLDT,47635019
OSBC,41815803
FFIC,31502985
SELF,10406517
HOPE,121505026
LNSR,9409861
BRSP,126751299
PHI,80007614
SWBI,43097200
NREF,16602384
CRWS,9340167
LOAN,8631780
HTBK,58857677
VEL,22800470
UBFO,13150222
MDV,9181552
DCOMP,41887866
MOMO,180115151
CARE,21789486
MRBK,8608960
CVBF,129316007
HOND,21049888
PCYO,23142961
BPYPO,357195691
KRNY,58632878
HBNC,42819493
MRCC,20867051
SPH,62434880
AIPO,
DGICA,15680957
MVO,7608883
GCMG,180472632
RPT,44539273
OTF,0
ICL,720314108
BPYPP,357195691
UMH,79364791
GGLS,0
LIEN,19770786
AMZD,0
TCPC,84727647
CION,51617032
PFS,116164868
CBAN,16156003
TKC,871630586
BSBR,751280542
RNW,222625160
VRE,90627834
EBMT,7288411
NFXS,
FRBA,22111711
FPI,39459743
PDLB,19434914
BPYPN,357195691
TSMZ,
GLRE,25920286
JRSH,5933672
EARN,37049822
HLVX,22742632
BFIN,10813370
FMNB,36040445
DALN,4006764
BSM,171886507
TLK,473726963
SEVN,14479638
ECBK,7470946
CFFN,122478909
BCIC,12870347
KRP,81399345
PBFS,10931628
TRTX,68890790
BPYPM,
NMR,2952359413
CIM,78689681
PNNT,65000308
HOVNP,34901820
WSBF,15398833
OCFT,36387325
MGRM,14834836
CRT,5999700
DHCNL,42075752
HONE,37648627
VIV,1595845481
AVBC,
PINE,12829127
ENIC,1383320933
KREF,54415604
PMT,86151829
AVO,41925954
BVFL,8228237
EBF,24212612
DWSH,0
FCF,102251895
REFI,17866455
WSR,44141658
FBRT,80838577
NIKL,0
MLNK,29288143
TQQY,0
PSTL,29483413
SRBK,7542703
CCAP,29820498
SVII,2213427
CGBD,72283616
OXSQ,70530792
BHFAL,139389791
PRT,7272047
SGU,27437441
RWAY,35816656
WENNU,0
EWZS,0
TBLD,0
ATLO,8720520
WDS,1894684073
CTO,31480639
GSBD,113973325
CZWI,8978309
XOVR,0
HGLB,0
GOOD,45954878
SCM,27233393
THQ,41377048
MXE,4387612
CEPT,22375692
MSFD,0
NCDL,42871825
SWKH,11430424
OCSL,87792439
LND,47145007
OFS,13322387
MFIC,90186513
THW,39846851
GF,16159656
BIPH,0
FONR,5888631
RMT,46359575
EEA,6694809
JEQ,14141544
TEF,5637916796
BCSF,64445946
EIC,17841319
CHN,9989740
PFLT,98238222
FBLA,17897233
USOY,0
KBDC,64194482
ALEX,71995574
NMFC,83213442
VGSR,0
TRIN,66474693
TNGY,
MSDL,86560875
SOL,51266913
BNH,0
HQH,53859883
TDF,25351275
LSBK,2775234
BTX,1683004
MMD,18774260
GGT,32194711
GAIN,37275835
JOF,0
KYN,167646316
ARI,137395052
GUG,0
HFRO,55319275
HQL,26939594
RVT,114906531
IGR,139868759
SPMC,14876117
LADR,112223419
TFSL,279328347
CAEP,3666900
PBBK,2278491
KBWY,0
EMF,15170017
BBDC,104470208
MXF,14351676
GUT,87293821
WHF,18229702
DTCR,0
PFH,2045272229
SLRC,42622526
JRS,28892124
NAZ,11595792
IAE,10406812
PSO,679222877
MHF,20490405
PVBC,15925447
FSCO,0
PCAPU,0
SBXD,13026850
GGZ,5476803
CGO,9646123
MGRB,348037903
CAF,17041867
NBXG,0
ASG,53421906
RQI,134368355
SWZ,12966706
BEPI,0
LOKV,21249988
SABA,28178925
YSPY,0
GSRT,16378899
BMEZ,0
CPZ,0
LGI,11362734
BNY,23561562
CXE,30904521
EVN,39652005
BEPH,0
PAI,8968226
GHLD,28325343
MGF,30413174
IFN,39891674
WAFDP,77629286
OZKAP,113432000
KBWD,0
AFGE,71328149
DTB,1652400827
GRX,15522881
GBAB,26680732
CIO,38615291
QQQT,0
XFLT,74615799
AWP,86419833
MUA,38286562
BIT,42174345
HBANP,1448467897
VCV,47946116
BRR,23134493
DTG,1627959808
ETY,157496959
ONCHU,
JCE,15791333
BIPI,0
RLTY,0
VVR,148275600
BCX,78184142
FUND,14025445
GCV,19144662
MGRD,386830541
PNI,23870829
DMA,8937810
CHY,79090936
CIF,17117276
MEGI,0
EDD,50798496
CSQ,160093201
CHI,77834666
EOD,39317228
MFM,39658469
GNT,16168163
EVG,0
NCV,22589391
JSM,0
CHW,63847986
NFJ,94799419
BGY,92880092
NPCT,0
PGZ,6474395
NDMO,0
LANDO,0
MIY,28964568
NNY,17975298
PCAP,31739928
EFAS,0
SOJE,5700586641
FT,25130718
BGR,25452101
ACGLN,360507380
NBB,29394447
USA,294581807
FID,0
NMT,7782038
IHD,17197818
BRW,42527245
EDF,23713115
MCN,21114187
ETV,116742040
CGABL,0
TEI,42901711
LANDP,0
UAE,0
NMCO,0
YQQQ,0
AGD,20926418
DSM,49367012
RFMZ,0
IGA,16963567
VTN,14266977
RCS,46642736
BYM,25902419
ECAT,0
RMMZ,0
RIV,21056970
AFGC,481699804
MIN,111287502
OIA,47638610
RMI,6371072
PIM,48169844
NXN,3773404
CVAC,95498796
EXG,305900511
EOT,15619900
RGT,5214870
SPE,0
BCAT,0
BDJ,176907664
ETJ,64404524
BGT,25434139
DPG,37079466
BOE,54323290
PCQ,56078981
MVT,20860231
TEAF,0
SCD,0
IGD,74714496
BWG,16790305
AOD,105427204
BGH,15641907
BBN,61748936
NCZ,19026635
DHF,59801549
AFB,28741364
BGX,10870895
TACOU,30328282
NCA,32971529
FTRI,0
GDO,7154889
BXMX,104164166
GLDY,0
MYN,38301093
IDE,0
RFI,26682598
RMM,0
LEO,58976837
SPXX,16993087
ETW,107486570
NMS,5786533
NMI,9964449
RFM,0
MQY,71833600
AVK,34447606
TASK,8156121
QAT,0
MUC,94179661
GDL,0
GAB,305402758
MVF,57334266
BGFV,21236675
MUE,21917990
NMAI,33339840
MHN,30240904
EFT,26442202
ETB,29374288
IIM,47066470
STEW,51035847
GDIV,0
OPP,30626278
NPFD,0
PMM,0
PML,125448426
EMD,58442372
NAC,144577422
MPA,12949496
BGB,44659531
FTHY,0
ZTR,55540234
ETX,10880878
KKRS,0
WENN,
HIX,83957299
HYT,0
PDT,0
BSL,13004819
NMZ,114986014
DAAQ,22999998
BFK,43854493
MMU,54617816
VBF,9119834
FTQI,0
GHY,32561592
BTZ,93317593
BLE,47726479
KIO,41575960
NIM,12030398
BFZ,30042555
PPT,95563486
EHI,28481960
MSD,15935083
MHD,52141443
GECC,8859393
HEQ,0
DIAX,34493459
FOF,27608744
MYI,66467167
HYI,21054673
TSI,43318850
NXJ,0
JGH,23160920
FCT,25979450
JRI,27415712
MBS,0
VPV,17069076
GTEN,45075001
MCR,41688400
PGP,11540925
NXC,6130323
JQC,135604660
NVG,213519010
VKQ,55328970
CMU,25095673
SBI,13386183
MUJ,53182972
HIO,89063634
NKX,47348186
IQI,52878458
FINS,0
AXINU,
PMO,28560614
JLS,5213521
MDIV,0
DMB,17286915
EFR,0
NUW,17404647
MMT,55291469
ESN,0
WIW,46850669
BKN,17203683
WDI,0
NEA,298980339
PCM,12185151
GOF,162403076
DBL,18313100
NQP,37211733
ACP,121626944
FMN,0
MQT,22154190
NZF,193712920
PFN,93347911
WEA,11166063
THTX,36333855
WIA,17676064
MBAV,35937500
BHK,54166466
FFC,48169709
SDHY,0
VMO,67438676
MYD,45733408
NPV,17842783
ISD,27195882
PAXS,0
HPI,26685458
NRK,87223174
NAN,30876600
VGM,54229993
DNP,369815271
BTA,13439510
VLT,6114733
EQV,43853859
PFO,13070277
RDAG,0
KTF,0
ARDC,23862291
NUV,207541377
AACIU,29626137
VGI,11006526
CXH,8057332
FPF,60836056
PFL,44834847
HPS,32021661
IGI,5553516
NAD,233366021
BLW,38232155
RA,55226575
PCF,0
FLC,10229594
PFD,12840004
PHK,171490799
TACO,30328282
DMO,10627809
HPF,21571786
EVF,17852652
FRA,33447080
DSL,111482665
DSU,54485709
RAAQ,23000000
PDO,0
ALDF,27528983
NXP,44710300
AWF,86203313
PHD,0
BKT,24289780
DLY,0
JHI,8295613
JFR,133901165
PHT,28821549
RAC,23060006
INACU,2576115
ZIMV,27200653
AACI,30880000
UYSC,7128055
PCN,62218732
ALTY,0
OACC,24582800
PMTR,24212992
IPCX,34473299
JPC,321644667
BSAAU,1057403
BACCU,0
AOHY,0
LWACU,
RSF,4171648
NPACU,25876184
AACT,49359718
CCIX,35760712
CCIIU,
PTY,0
BSCV,0
COPL,11952466
TACH,21159885
GTERU,
CHAC,29417263
NETD,38123741
MTAL,60842163
VNMEU,
LDSF,0
HCMAU,6806351
NPAC,25876184
BEAG,24135530
BSCU,0
ATMV,1967695
BACQ,33152553
JENA,0
FGMC,10289623
FIGXU,
KCHVU,0
OYSE,4776187
IBTK,0
GPAT,34079998
SZZL,23200003
EGHA,
AAM,32219750
PACHU,4400000
CCCX,41699858
WTG,1094150
ALF,15871425
APADU,
MACI,21621600
BSCT,0
DMAA,28928377
BCARU,
NMPAU,
JACS,29403820
DRDB,23000000
SOUL,26221820
SOCAU,
ORIQU,
OBAWU,25300000
BACC,0
FACT,0
BLUW,3782873
BLUWU,3819410
CUB,30666702
KCHV,0
BSCR,0
IPOD,11464263
MAYA,11784374
HYAC,28197653
TVA,22499999
ATII,23309995
SDHI,34838002
LPAA,15959988
LPBB,28750000
CGCT,27600000
PLMK,23495660
SPEGU,
KFII,27177363
CRAQ,0
AACB,22147902
ANSC,43124999
HVII,26023299
AXIN,
GIG,14684000
GTERA,
COLA,5678181
GSHR,14537553
INAC,2643294
TVAI,19360442
PGAC,6330511
BSCQ,0
FERA,30763243
NHIC,18861174
SIMA,21054814
FSHP,6899996
POLE,28951111
LCCC,8905000
TDAC,21907500
